15면	15/SN + 면/NNG
경우	경우/NNG
일정금액을	일정/NNG + 금액/NNG + 을/JKO
초과하는	초과/NNG + 하/XSV + 는/ETM
증여성	증여/NNG + 성/XSN
송금,	송금/NNG + ,/SP
해외여행	해외여행/NNG
경비,	경비/NNG + ,/SP
수출입거래,	수출입/NNG + 거래/NNG + ,/SP
해외	해외/NNG
예금·신탁	예금/NNG + ·/SP + 신탁/NNG
등과	등/NNB + 과/JKB
관련한	관련/NNG + 하/XSV + ㄴ/ETM
자료에	자료/NNG + 에/JKB
대해서는	대하/VV + 아서/EC + 는/JX
국세청에	국세청/NNG + 에/JKB
통보하도록	통보/NNG + 하/XSV + 도록/EC
의무화할	의무/NNG + 화/XSN + 하/XSV + ㄹ/ETM
방침이다.	방침/NNG + 이/VCP + 다/EF + ./SF

13	13/SN
면	면/NNG
45	45/SN
판	판/NNB
1078자	1078/SN + 자/NNG

현대건설의	현대건설/NNP + 의/JKG
자구계획을	자구/NNG + 계획/NNG + 을/JKO
채권단이	채권단/NNG + 이/JKS
수용함에	수용/NNG + 하/XSV + ㅁ/ETN + 에/JKB
따라	따르/VV + 아/EC
동아건설·쌍용양회	동아건설/NNP + ·/SP + 쌍용양회/NNP
등	등/NNB
나머지	나머지/NNG
문제기업	문제/NNG + 기업/NNG
'빅2'	'/SS + 빅/NNG + 2/SN + '/SS
처리가	처리/NNG + 가/JKS
카운트다운에	카운트다운/NNG + 에/JKB
돌입했다.	돌입/NNG + 하/XSV + 았/EP + 다/EF + ./SF

금융감독원	금융/NNG + 감독원/NNG
강기원	강기원/NNP
부원장보는	부원장보/NNG + 는/JX
19일	19/SN + 일/NNB
"현대건설이	"/SS + 현대건설/NNP + 이/JKS
약속대로	약속/NNG + 대로/JX
강력한	강력/XR + 하/XSA + ㄴ/ETM
자구(자구)조치를	자구/NNG + (/SS + 자구/NNG + )/SS + 조치/NNG + 를/JKO
취할	취하/VV + ㄹ/ETM
경우	경우/NNG
유동성	유동/NNG + 성/XSN
문제를	문제/NNG + 를/JKO
극복할	극복/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있을	있/VV + 을/ETM
것"이라며	것/NNB + "/SS + 이/VCP + 라며/EC
"이제	"/SS + 이제/MAG
남은	남/VV + 은/ETM
것은	것/NNB + 은/JX
동아건설과	동아건설/NNP + 과/JC
쌍용양회	쌍용양회/NNP
처리문제"라고	처리/NNG + 문제/NNG + "/SS + 라고/JKQ
밝혔다.	밝히/VV + 었/EP + 다/EF + ./SF

현대건설	현대건설/NNP
못지	못/MAG + 하/XSA + 지/EC
않게	않/VX + 게/EC
시장의	시장/NNG + 의/JKG
관심을	관심/NNG + 을/JKO
받고	받/VV + 고/EC
있는	있/VX + 는/ETM
동아건설은	동아건설/NNP + 은/JX
이번	이번/NNG
주말부터	주말/NNG + 부터/JX
퇴출	퇴출/NNG
심사대에	심사대/NNG + 에/JKB
오른다.	오르/VV + ㄴ다/EF + ./SF

금감원은	금감원/NNG + 은/JX
20일	20/SN + 일/NNB
동아건설의	동아건설/NNP + 의/JKG
주채권은행인	주/NNG + 채권/NNG + 은행/NNG + 이/VCP + ㄴ/ETM
서울은행에	서울은행/NNP + 에/JKB
검사역을	검사역/NNG + 을/JKO
파견,	파견/NNG + ,/SP
동아건설	동아건설/NNP
신용위험평가를	신용/NNG + 위험/NNG + 평가/NNG + 를/JKO
최종	최종/NNG
점검한다.	점검/NNG + 하/XSV + ㄴ다/EF + ./SF

만일	만일/NNG
동아건설이	동아건설/NNP + 이/JKS
최종	최종/NNG
점검에서	점검/NNG + 에서/JKB
'회생	'/SS + 회생/NNG
불투명'으로	불/XPN + 투명/NNG + '/SS + 으로/JKB
판정받을	판정/NNG + 받/VV + 을/ETM
경우	경우/NNG
채권은행들로부터	채권/NNG + 은행/NNG + 들/XSN + 로부터/JKB
자금지원을	자금/NNG + 지원/NNG + 을/JKO
받기가	받/VV + 기/ETN + 가/JKS
어렵게	어렵/VA + 게/EC
될	되/VV + ㄹ/ETM
전망이다.	전망/NNG + 이/VCP + 다/EF + ./SF

실제로	실제로/MAG
외국은행	외국/NNG + 은행/NNG
출신들로	출신/NNG + 들/XSN + 로/JKB
구성된	구성/NNG + 되/XSV + ㄴ/ETM
서울은행	서울은행/NNP
수뇌부는	수뇌부/NNG + 는/JX
동아건설의	동아건설/NNP + 의/JKG
회생	회생/NNG
가능성을	가능/NNG + 성/XSN + 을/JKO
낮게	낮/VA + 게/EC
평가하고	평가/NNG + 하/XSV + 고/EC
있으며,	있/VX + 으며/EC + ,/SP
"원칙대로	"/SS + 원칙/NNG + 대로/JX
처리하자"는	처리/NNG + 하/XSV + 자/EC + "/SS + 는/ETM
내부	내부/NNG
원칙을	원칙/NNG + 을/JKO
정한	정하/VV + ㄴ/ETM
것으로	것/NNB + 으로/JKB
알려졌다.	알리/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

그러나	그러나/MAJ
동아건설은	동아건설/NNP + 은/JX
최동섭	최동섭/NNP
회장이	회장/NNG + 이/JKS
요즘	요즘/NNG
청와대와	청와대/NNP + 와/JC
정부	정부/NNG
당국자,	당국자/NNG + ,/SP
채권은행들을	채권/NNG + 은행/NNG + 들/XSN + 을/JKO
잇따라	잇따르/VV + 아/EC
방문,	방문/NNG + ,/SP
회생	회생/NNG
가능성을	가능/NNG + 성/XSN + 을/JKO
설득	설득/NNG
중이며	중/NNB + 이/VCP + 며/EC
최	최/NNP
회장의	회장/NNG + 의/JKG
이런	이런/MM
'구명운동'이	'/SS + 구명/NNG + 운동/NNG + '/SS + 이/JKS
먹혀들어	먹혀들/VV + 어/EC
가고	가/VX + 고/EC
있는	있/VX + 는/ETM
것으로	것/NNB + 으로/JKB
알려졌다.	알리/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

채권단	채권단/NNG
관계자는	관계자/NNG + 는/JX
"채권은행들은	"/SS + 채권/NNG + 은행/NNG + 들/XSN + 은/JX
동아건설에	동아건설/NNP + 에/JKB
대해	대하/VV + 아/EC
비관적으로	비관/NNG + 적/XSN + 으로/JKB
생각하고	생각/NNG + 하/XSV + 고/EC
있는	있/VX + 는/ETM
게	것/NNB + 이/JKS
사실"이라며	사실/NNG + "/SS + 이/VCP + 라며/EC
"그러나	"/SS + 그러나/MAJ
최근	최근/NNG
경제여건이	경제/NNG + 여건/NNG + 이/JKS
급속히	급속히/MAG
악화됨에	악화/NNG + 되/XSV + ㅁ/ETN + 에/JKB
따라	따르/VV + 아/EC
정부	정부/NNG
일각에선	일각/NNG + 에서/JKB + ㄴ/JX
동아건설을	동아건설/NNP + 을/JKO
살려야	살리/VV + 어야/EC
하는	하/VX + 는/ETM
게	것/NNB + 이/JKC
아니냐는	아니/VCN + 냐는/ETM
의견이	의견/NNG + 이/JKS
나오고	나오/VV + 고/EC
있다"고	있/VX + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

이에	이/NP + 에/JKB
따라	따르/VV + 아/EC
동아건설의	동아건설/NNP + 의/JKG
회생여부는	회생/NNG + 여부/NNG + 는/JX
막판까지	막판/NNG + 까지/JX
격론을	격론/NNG + 을/JKO
벌이다	벌이/VV + 다/EC
이달	이달/NNG
말쯤	말/NNB + 쯤/XSN
최종	최종/NNG
결론이	결론/NNG + 이/JKS
날	나/VV + ㄹ/ETM
전망이다.	전망/NNG + 이/VCP + 다/EF + ./SF

정부와	정부/NNG + 와/JC
채권단은	채권단/NNG + 은/JX
쌍용양회의	쌍용양회/NNP + 의/JKG
경우	경우/NNG
일본	일본/NNP
태평양시멘트의	태평양시멘트/NNP + 의/JKG
3710억원	37/SN + 10/SN + 억/NR + 원/NNB
규모	규모/NNG
유상증자	유상/NNG + 증자/NNG
대금이	대금/NNG + 이/JKS
이달	이달/NNG
말까지	말/NNB + 까지/JX
납입되는지,	납입/NNG + 되/XSV + 는지/EC + ,/SP
쌍용정보통신	쌍용/NNP + 정보/NNG + 통신/NNG
지분매각이	지분/NNG + 매각/NNG + 이/JKS
제대로	제대로/MAG
이뤄지는지를	이루어지/VV + 는지/EC + 를/JKO
관심있게	관심/NNG + 있/VV + 게/EC
지켜보고	지켜보/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

금감원	금감원/NNG
강기원	강기원/NNP
부원장보는	부원장보/NNG + 는/JX
"이	"/SS + 이/MM
두	두/MM
가지	가지/NNB
자구노력이	자구/NNG + 노력/NNG + 이/JKS
실현되면	실현/NNG + 되/XSV + 면/EC
쌍용양회	쌍용양회/NNP
문제도	문제/NNG + 도/JX
무난히	무난히/MAG
풀릴	풀리/VV + ㄹ/ETM
것"이라고	것/NNB + "/SS + 이라고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

이에	이/NP + 에/JKB
따라	따르/VV + 아/EC
2단계	2/SN + 단계/NNG
구조조정	구조/NNG + 조정/NNG
과정에서	과정/NNG + 에서/JKB
퇴출되는	퇴출/NNG + 되/XSV + 는/ETM
기업은	기업/NNG + 은/JX
워크아웃(기업개선작업)이	워크아웃/NNG + (/SS + 기업/NNG + 개선/NNG + 작업/NNG + )/SS + 이/JKS
진행	진행/NNG
중인	중/NNB + 이/VCP + ㄴ/ETM
기업	기업/NNG
3~4개를	3/SN + ~/SO + 4/SN + 개/NNB + 를/JKO
포함,	포함/NNG + ,/SP
중견·중소기업	중견/NNG + ·/SP + 중소기업/NNG
10개	10/SN + 개/NNB
이내에	이내/NNG + 에/JKB
그칠	그치/VV + ㄹ/ETM
전망이다.	전망/NNG + 이/VCP + 다/EF + ./SF

이와	이/NP + 와/JKB
관련,	관련/NNG + ,/SP
A투신운용사	A/SL + 투신/NNG + 운용사/NNG
사장은	사장/NNG + 은/JX
"금감위의	"/SS + 금감위/NNG + 의/JKG
2차	2/SN + 차/NNB
기업구조조정이	기업/NNG + 구조/NNG + 조정/NNG + 이/JKS
'쇼'로	'/SS + 쇼/NNG + '/SS + 로/JKB
끝날	끝나/VV + ㄹ/ETM
가능성이	가능/NNG + 성/XSN + 이/JKS
높아지고	높/VA + 아/EC + 지/VX + 고/EC
있다"고	있/VX + 다/EC + "/SS + 고/JKQ
우려를	우려/NNG + 를/JKO
표시했다.	표시/NNG + 하/XSV + 았/EP + 다/EF + ./SF

14	14/SN
면	면/NNG
45	45/SN
판	판/NNB
1365자	1365/SN + 자/NNG

대규모	대/XPN + 규모/NNG
회의시설	회의/NNG + 시설/NNG
적고	적/VA + 고/EC
행정절차	행정/NNG + 절차/NNG
복잡…	복잡/XR + …/SE
외국선	외국선/NNG
이미	이미/MAG
'대박산업'	'/SS + 대박/NNG + 산업/NNG + '/SS

지난	지나/VV + ㄴ/ETM
17일	17/SN + 일/NNB
'경주세계문화엑스포2000'이	'/SS + 경주/NNP + 세계/NNG + 문화/NNG + 엑스포/NNG + 2000/SN + '/SS + 이/JKS
열리고	열리/VV + 고/EC
있는	있/VX + 는/ETM
경주	경주/NNP
보문단지	보문단지/NNP
주행사장.	주/NNG + 행사장/NNG + ./SF

이번	이번/NNG
행사의	행사/NNG + 의/JKG
주요	주요/NNG
전시시설이	전시/NNG + 시설/NNG + 이/JKS
들어서	들어서/VV + 어/EC
있는	있/VV + 는/ETM
이곳은	이곳/NP + 은/JX
전시주제와	전시/NNG + 주제/NNG + 와/JKB
상관없이	상관없이/MAG
길	길/NNG
여기저기에	여기저기/NNG + 에/JKB
수없이	수없이/MAG
들어선	들어서/VV + ㄴ/ETM
크고	크/VA + 고/EC
작은	작/VA + 은/ETM
간이음식점들로	간이음식점/NNG + 들/XSN + 로/JKB
인해	인하/VV + 아/EC
마치	마치/MAG
시장을	시장/NNG + 을/JKO
방불케	방불/XR + 하/XSA + 게/EC
했다.	하/VX + 았/EP + 다/EF + ./SF

이곳	이곳/NP
행사장의	행사장/NNG + 의/JKG
주요	주요/NNG
고객은	고객/NNG + 은/JX
인근	인근/NNG
시·도	시/NNG + ·/SP + 도/NNG
등에서	등/NNB + 에서/JKB
수학여행이나	수학여행/NNG + 이나/JC
소풍을	소풍/NNG + 을/JKO
온	오/VV + ㄴ/ETM
유치원	유치원/NNG
및	및/MAG
초·중·고교생들.	초/NNG + ·/SP + 중/NNG + ·/SP + 고교/NNG + 생/XSN + 들/XSN + ./SF

'세계문화'라는	'/SS + 세계/NNG + 문화/NNG + '/SS + 이/VCP + 라는/ETM
슬로건이	슬로건/NNG + 이/JKS
어색할	어색/XR + 하/XSA + ㄹ/ETM
정도로	정도/NNG + 로/JKB
외국인은	외국인/NNG + 은/JX
찾아보기	찾아보/VV + 기/ETN
힘들었다.	힘들/VA + 었/EP + 다/EF + ./SF

서울에서	서울/NNP + 에서/JKB
왔다는	오/VV + 았/EP + 다는/ETM
한	한/MM
관광객은	관광객/NNG + 은/JX
"무슨	"/SS + 무슨/MM
무슨	무슨/MM
전시라는	전시/NNG + 이/VCP + 라는/ETM
명목하에	명목하/NNG + 에/JKB
결국은	결국/NNG + 은/JX
여기저기	여기저기/NNG
음식점	음식점/NNG
허가나	허가/NNG + 나/JX
내주고	내주/VV + 고/EC
학생들을	학생/NNG + 들/XSN + 을/JKO
단체로	단체/NNG + 로/JKB
동원해	동원/NNG + 하/XSV + 아/EC
본전이나	본전/NNG + 이나/JX
뽑으려는	뽑/VV + 으려는/ETM
심사가	심사/NNG + 가/JKC
아니겠느냐"며	아니/VCN + 겠/EP + 느냐/EC + "/SS + 며/EC
혀를	혀/NNG + 를/JKO
내둘렀다.	내두르/VV + 었/EP + 다/EF + ./SF

'불황없는	'/SS + 불황/NNG + 없/VA + 는/ETM
미래산업'이라는	미래/NNG + 산업/NNG + '/SS + 이/VCP + 라는/ETM
전시·컨벤션	전시/NNG + ·/SP + 컨벤션/NNG
산업은	산업/NNG + 은/JX
아직	아직/MAG
우리에게는	우리/NP + 에게/JKB + 는/JX
낯설기만	낯설/VA + 기/ETN + 만/JX
하다.	하/VX + 다/EF + ./SF

세계	세계/NNG
곳곳에서는	곳곳/NNG + 에서/JKB + 는/JX
연간	연간/NNG
1만3000건	1/SN + 만/NR + 3000/SN + 건/NNB
이상의	이상/NNG + 의/JKG
전시회와	전시회/NNG + 와/JC
9500여건의	9500/SN + 여/XSN + 건/NNB + 의/JKG
국제회의가	국제회의/NNG + 가/JKS
개최되고	개최/NNG + 되/XSV + 고/EC
있지만	있/VX + 지만/EC
이	이/NP
중	중/NNB
3분의	3/SN + 분/XSN + 의/JKG
2는	2/SN + 는/JX
유럽과	유럽/NNP + 과/JC
미주(미주)에서	미주/NNP + (/SS + 미주/NNP + )/SS + 에서/JKB
열리고	열리/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

국제회의	국제회의/NNG
개최실적에서는	개최/NNG + 실적/NNG + 에서/JKB + 는/JX
일본이	일본/NNP + 이/JKS
지난해	지난해/NNG
총	총/MM
220건으로	220/SN + 건/NNB + 으로/JKB
세계	세계/NNG
12위,	12/SN + 위/NNB + ,/SP
싱가포르가	싱가포르/NNP + 가/JKS
140건으로	140/SN + 건/NNB + 으로/JKB
18위를	18/SN + 위/NNB + 를/JKO
기록했지만	기록/NNG + 하/XSV + 았/EP + 지만/EC
한국은	한국/NNP + 은/JX
겨우	겨우/MAG
97건으로	97/SN + 건/NNB + 으로/JKB
25위에	25/SN + 위/NNB + 에/JKB
머물렀다.	머무르/VV + 었/EP + 다/EF + ./SF

코엑스의	코엑스/NNP + 의/JKG
조한주	조한주/NNP
전략기획과장은	전략/NNG + 기획/NNG + 과장/NNG + 은/JX
"99년	"/SS + 99/SN + 년/NNB
국제규모의	국제/NNG + 규모/NNG + 의/JKG
전시회도	전시회/NNG + 도/JX
아시아	아시아/NNP
지역에서는	지역/NNG + 에서/JKB + 는/JX
일본이	일본/NNP + 이/JKS
192건으로	192/SN + 건/NNB + 으로/JKB
가장	가장/MAG
많았고	많/VA + 았/EP + 고/EC
한국은	한국/NNP + 은/JX
아직	아직/MAG
명함도	명함/NNG + 도/JX
내놓지	내놓/VV + 지/EC
못하는	못하/VX + 는/ETM
수준"이라고	수준/NNG + "/SS + 이라고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

전	전/MM
세계적으로	세계/NNG + 적/XSN + 으로/JKB
전시·컨벤션산업은	전시/NNG + ·/SP + 컨벤션/NNG + 산업/NNG + 은/JX
'황금알을	'/SS + 황금/NNG + 알/NNG + 을/JKO
낳는	낳/VV + 는/ETM
거위'로	거위/NNG + '/SS + 로/JKB
떠오르고	떠오르/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

지난	지나/VV + ㄴ/ETM
6월부터	6/SN + 월/NNB + 부터/JX
열리고	열리/VV + 고/EC
있는	있/VX + 는/ETM
독일의	독일/NNP + 의/JKG
하노버	하노버/NNP
박람회는	박람회/NNG + 는/JX
총	총/MM
4000만명	4000/SN + 만/NR + 명/NNB
유치를	유치/NNG + 를/JKO
목표로	목표/NNG + 로/JKB
가동됐고	가동/NNG + 되/XSV + 었/EP + 고/EC
현재	현재/MAG
외국인	외국인/NNG + ,/SP
관광객만도	관광객/NNG + 만/JX + 도/JX
900만명에	900/SN + 만/NR + 명/NNB + 에/JKB
육박하고	육박/NNG + 하/XSV + 고/EC
있다.	있/VX + 다/EF + ./SF

독일이	독일/NNP + 이/JKS
각종	각종/NNG
전시회를	전시회/NNG + 를/JKO
통해	통하/VV + 아/EC
벌어들이는	벌어들이/VV + 는/ETM
돈은	돈/NNG + 은/JX
연간	연간/NNG
32조원이	32/SN + 조/NR + 원/NNB + 이/JKS
넘는다.	넘/VV + 는다/EF + ./SF

홍콩의	홍콩/NNP + 의/JKG
경우	경우/NNG
시계·광학	시계/NNG + ·/SP + 광학/NNG
및	및/MAG
보석·선물	보석/NNG + ·/SP + 선물/NNG
전시회는	전시회/NNG + 는/JX
아시아	아시아/NNP
최대	최대/NNG
규모이다.	규모/NNG + 이/VCP + 다/EF + ./SF

지난	지나/VV + ㄴ/ETM
98년	98/SN + 년/NNB
기준으로	기준/NNG + 으로/JKB
전시회	전시회/NNG
수입만	수입/NNG + 만/JX
10억달러에	10/SN + 억/NR + 달러/NNB + 에/JKB
달하고	달하/VV + 고/EC
있으며	있/VX + 으며/EC
이로	이/NP + 로/JKB
인한	인하/VV + ㄴ/ETM
관광객	관광객/NNG
유치효과도	유치/NNG + 효과/NNG + 도/JX
400만명으로	400/SN + 만/NR + 명/NNB + 으로/JKB
추산된다.	추산/NNG + 되/XSV + ㄴ다/EF + ./SF

일본은	일본/NNP + 은/JX
49개	49/SN + 개/NNB
도시에	도시/NNG + 에/JKB
컨벤션	컨벤션/NNG
센터가	센터/NNG + 가/JKS
있고	있/VV + 고/EC
전기·전자·기계·제조부문의	전기/NNG + ·/SP + 전자/NNG + ·/SP + 기계/NNG + ·/SP + 제조/NNG + 부문/NNG + 의/JKG
세계적인	세계/NNG + 적/XSN + 이/VCP + ㄴ/ETM
전시회를	전시회/NNG + 를/JKO
중점	중점/NNG
유치하고	유치/NNG + 하/XSV + 고/EC
있다.	있/VX + 다/EF + ./SF

하지만	하지만/MAJ
우리나라는	우리나라/NNG + 는/JX
회의·전시·이벤트	회의/NNG + ·/SP + 전시/NNG + ·/SP + 이벤트/NNG
등	등/NNB
다양하고	다양/NNG + 하/XSA + 고/EC
복합적인	복합/NNG + 적/XSN + 이/VCP + ㄴ/ETM
대규모	대/XPN + 규모/NNG
전시·컨벤션을	전시/NNG + ·/SP + 컨벤션/NNG + 을/JKO
유치할	유치/XR + 하/XSA + ㄹ/ETM
수	수/NNB
있는	있/VV + 는/ETM
시설부터가	시설/NNG + 부터/JX + 가/JKS
절대적으로	절대/NNG + 적/XSN + 으로/JKB
부족한	부족/NNG + 하/XSA + ㄴ/ETM
실정이다.	실정/NNG + 이/VCP + 다/EF + ./SF

가령	가령/MAG
현재	현재/MAG
서울	서울/NNP
강남구	강남구/NNP
삼성동	삼성동/NNP
코엑스	코엑스/NNP
주전시장의	주/MM + 전시장/NNG + 의/JKG
하중설계는	하중/NNG + 설계/NNG + 는/JX
㎡당	㎡/SW + 당/XSN
1.5~1.75ｔ이	1/SN + ./SP + 5/SN + ~/SO + 1/SN + ./SP + 75/SN + ｔ/SW + 이/JKS
고작이다.	고작/MAG + 이/VCP + 다/EF + ./SF

전시·컨벤션	전시/NNG + ·/SP + 컨벤션/NNG
전문업체	전문/NNG + 업체/NNG
한국전람(주)의	한국전람/NNP + (/SS + 주/NNG + )/SS + 의/JKG
이홍규	이홍규/NNP
사장은	사장/NNG + 은/JX
"이	"/SS + 이/MM
정도	정도/NNG
하중으로는	하중/NNG + 으로/JKB + 는/JX
제대로	제대로/MAG
된	되/VV + ㄴ/ETM
기계전시회를	기계/NNG + 전시회/NNG + 를/JKO
개최하기가	개최/NNG + 하/XSV + 기/ETN + 가/JKS
힘들다"고	힘들/VA + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

바이어	바이어/NNG
유치에도	유치/NNG + 에/JKB + 도/JX
까다로운	까다롭/VA + ㄴ/ETM
행정절차가	행정/NNG + 절차/NNG + 가/JKS
너무	너무/MAG
많다는	많/VA + 다는/ETM
지적이다.	지적/NNG + 이/VCP + 다/EF + ./SF

동남아	동남아/NNP
바이어를	바이어/NNG + 를/JKO
초빙하는	초빙/NNG + 하/XSV + 는/ETM
경우	경우/NNG
초청장을	초청장/NNG + 을/JKO
공증하고	공증/NNG + 하/XSV + 고/EC
법무부에	법무부/NNG + 에/JKB
입국허가를	입국/NNG + 허가/NNG + 를/JKO
받아내는	받/VV + 아/EC + 내/VX + 는/ETM
데만	데/NNB + 만/JX
3~4주가	3/SN + ~/SO + 4/SN + 주/NNB + 가/JKS
소요된다.	소요/NNG + 되/XSV + ㄴ다/EF + ./SF

이로	이/NP + 로/JKB
인해	인하/VV + 아/EC
지난해	지난해/NNG
코엑스가	코엑스/NNP + 가/JKS
주최한	주최/NNG + 하/XSV + ㄴ/ETM
전시회에	전시회/NNG + 에/JKB
참가한	참가/NNG + 하/XSV + ㄴ/ETM
외국	외국/NNG
바이어는	바이어/NNG + 는/JX
평균	평균/NNG
100명에	100/SN + 명/NNB + 에/JKB
불과했다.	불과/MAG + 하/XSA + 았/EP + 다/EF + ./SF

홍콩은	홍콩/NNP + 은/JX
전시회당	전시회/NNG + 당/XSN
평균	평균/NNG
1만명의	1/SN + 만/NR + 명/NNB + 의/JKG
바이어가	바이어/NNG + 가/JKS
방문하는	방문/NNG + 하/XSV + 는/ETM
것으로	것/NNB + 으로/JKB
조사됐다.	조사/NNG + 되/XSV + 었/EP + 다/EF + ./SF

15	15/SN
면	면/NNG
45	45/SN
판	판/NNB
1036자	1036/SN + 자/NNG

포항제철이	포항제철/NNP + 이/JKS
포항공대에	포항공대/NNP + 에/JKB
내놓은	내놓/VV + 은/ETM
수천억원의	수천억/NR + 원/NNB + 의/JKG
학교발전기금이	학교/NNG + 발전/NNG + 기금/NNG + 이/JKS
포철의	포철/NNP + 의/JKG
경영권	경영/NNG + 권/XSN
방어를	방어/NNG + 를/JKO
위한	위하/VV + ㄴ/ETM
자사주(자사주)	자사/NNG + 주/NNG + (/SS + 자사/NNG + 주/NNG + )/SS
매집에	매집/NNG + 에/JKB
전용된	전용/NNG + 되/XSV + ㄴ/ETM
것으로	것/NNB + 으로/JKB
밝혀졌다.	밝히/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

23일	23/SN + 일/NNB
포철이	포철/NNP + 이/JKS
김방림(김방림)	김방림/NNP + (/SS + 김방림/NNP + )/SS
의원(민주당)에게	의원/NNG + (/SS + 민주당/NNP + )/SS + 에게/JKB
제출한	제출/NNG + 하/XSV + ㄴ/ETM
포철이사회	포철/NNG + 이사회/NNG
회의록	회의록/NNG
등	등/NNB
국감자료에	국감/NNG + 자료/NNG + 에/JKB
따르면	따르/VV + 면/EC
포철은	포철/NNP + 은/JX
작년	작년/NNG
이후	이후/NNG
세	세/MM
차례	차례/NNG
이사회의	이사회/NNG + 의/JKG
결정을	결정/NNG + 을/JKO
통해	통하/VV + 아/EC
포항공대에	포항공대/NNP + 에/JKB
발전기금으로	발전/NNG + 기금/NNG + 으로/JKB
총	총/MM
3300억원을	3300/SN + 억/NR + 원/NNB + 을/JKO
내놓았으나	내놓/VV + 았/EP + 으나/EC
이중	이/MM + 중/NNB
2528억원이	25/SN + 28/SN + 억/NR + 원/NNB + 이/JKS
당초	당초/NNG
목적과는	목적/NNG + 과/JKB + 는/JX
달리	달리/MAG
포철	포철/NNP
자사주	자사/NNG + 주/NNG
201만9820주(약	201/SN + 만/NR + 98/SN + 20/SN + 주/NNG + (/SS + 약/MM
2%지분)를	2/SN + %/SW + 지분/NNG + )/SS + 를/JKO
매집하는데	매집/NNG + 하/XSV + 는데/EC
사용됐다.	사용/NNG + 되/XSV + 었/EP + 다/EF + ./SF

포항공대의	포항공대/NNP + 의/JKG
발전기금	발전/NNG + 기금/NNG
내역은	내역/NNG + 은/JX
99년도	99/SN + 년/NNB + 도/JX
교육연구비	교육/NNG + 연구비/NNG
명목	명목/NNG
300억원,	300/SN + 억/NR + 원/NNB + ,/SP
올해	올해/NNG
운영기금	운영/NNG + 기금/NNG
2100억원,	2100/SN + 억/NR + 원/NNB + ,/SP
시설건립비	시설/NNG + 건립비/NNG
900억원	900/SN + 억/NR + 원/NNB
등으로	등/NNB + 으로/JKB
되어	되/VV + 어/EC
있어,	있/VX + 어/EC + ,/SP
포철	포철/NNP
자사주	자사/NNG + 주/NNG
매집을	매집/NNG + 을/JKO
위해	위하/VV + 아/EC
운영기금	운영/NNG + 기금/NNG
전액은	전액/NNG + 은/JX
물론	물론/NNG
시설건립비와	시설/NNG + 건립비/NNG + 와/JC
교육연구비에서도	교육/NNG + 연구비/NNG + 에서/JKB + 도/JX
